recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend,customer_id
9,2) $100 - $200,177.59,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0,29405
10,2) $100 - $200,118.64,0,1,Surburban,1,Web,No E-Mail,0,0,0.0,28983
7,2) $100 - $200,116.57,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0,5744
10,2) $100 - $200,121.45,1,0,Rural,1,Web,No E-Mail,0,0,0.0,62304
2,"6) $750 - $1,000",960.12,1,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0,23997
10,1) $0 - $100,36.71,0,1,Urban,1,Phone,No E-Mail,0,0,0.0,56550
2,2) $100 - $200,172.73,0,1,Urban,1,Phone,No E-Mail,0,0,0.0,7895
1,1) $0 - $100,39.81,0,1,Surburban,0,Web,No E-Mail,1,0,0.0,8029
9,2) $100 - $200,116.84,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0,22602
1,4) $350 - $500,499.78,0,1,Urban,1,Multichannel,No E-Mail,0,0,0.0,52101
1,"7) $1,000 +",1360.0,1,0,Rural,1,Web,No E-Mail,0,0,0.0,41412
9,2) $100 - $200,199.87,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0,25197
10,4) $350 - $500,393.34,1,1,Surburban,0,Web,No E-Mail,0,0,0.0,41966
1,5) $500 - $750,513.74,1,0,Rural,1,Phone,No E-Mail,0,0,0.0,12795
8,4) $350 - $500,464.46,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0,51876
6,4) $350 - $500,361.83,1,1,Urban,0,Phone,Womens E-Mail,1,0,0.0,40025
6,1) $0 - $100,93.61,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0,28456
9,1) $0 - $100,52.97,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0,61319
9,2) $100 - $200,159.92,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0,54076
7,2) $100 - $200,155.87,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0,42509
2,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,0,0,0.0,63909
4,1) $0 - $100,83.06,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,59927
4,3) $200 - $350,238.94,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0,44104
10,2) $100 - $200,167.66,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0,41433
3,3) $200 - $350,265.05,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0,4526
8,2) $100 - $200,154.58,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0,14831
2,5) $500 - $750,550.65,1,0,Urban,1,Multichannel,Womens E-Mail,0,0,0.0,31725
11,1) $0 - $100,29.99,0,1,Rural,1,Phone,No E-Mail,0,0,0.0,18070
4,1) $0 - $100,86.46,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,42716
3,4) $350 - $500,362.71,1,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0,58708
7,2) $100 - $200,116.08,0,1,Urban,1,Phone,No E-Mail,0,0,0.0,26155
3,1) $0 - $100,31.11,0,1,Rural,0,Web,No E-Mail,1,0,0.0,2568
1,"7) $1,000 +",1779.41,0,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0,31884
10,2) $100 - $200,102.51,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0,4323
2,3) $200 - $350,302.82,1,0,Rural,1,Phone,Mens E-Mail,1,0,0.0,21352
4,1) $0 - $100,29.99,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0,32404
4,1) $0 - $100,42.73,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0,55235
6,1) $0 - $100,75.58,0,1,Rural,1,Web,No E-Mail,0,0,0.0,38507
9,4) $350 - $500,388.31,1,1,Surburban,1,Web,Womens E-Mail,0,0,0.0,61262
10,1) $0 - $100,29.99,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0,5916
9,1) $0 - $100,82.97,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0,5223
10,1) $0 - $100,34.24,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0,30600
10,1) $0 - $100,50.8,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0,34486
1,1) $0 - $100,43.86,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0,14373
3,3) $200 - $350,232.87,0,1,Urban,1,Web,No E-Mail,0,0,0.0,59236
4,2) $100 - $200,100.19,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,18098
6,3) $200 - $350,238.02,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,5032
9,1) $0 - $100,69.55,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0,26719
6,3) $200 - $350,269.08,1,1,Urban,1,Phone,No E-Mail,0,0,0.0,34250
1,1) $0 - $100,48.42,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0,58944
6,2) $100 - $200,110.14,0,1,Surburban,1,Web,No E-Mail,1,0,0.0,36236
10,4) $350 - $500,381.66,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0,8738
10,1) $0 - $100,46.33,0,1,Urban,1,Phone,Mens E-Mail,1,0,0.0,48735
7,1) $0 - $100,97.85,1,0,Rural,1,Phone,No E-Mail,1,0,0.0,32411
7,1) $0 - $100,44.64,1,0,Urban,0,Phone,No E-Mail,1,0,0.0,47998
4,5) $500 - $750,610.95,1,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0,43568
3,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,42690
4,5) $500 - $750,608.78,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0,15625
4,2) $100 - $200,131.33,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0,40332
5,2) $100 - $200,189.25,0,1,Rural,1,Phone,Mens E-Mail,0,0,0.0,38877
8,1) $0 - $100,30.07,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0,60936
3,1) $0 - $100,71.17,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0,30155
6,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,4613
7,4) $350 - $500,358.24,1,0,Urban,1,Multichannel,Womens E-Mail,0,0,0.0,62647
2,5) $500 - $750,605.44,0,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0,58824
9,2) $100 - $200,149.37,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0,11524
1,1) $0 - $100,33.44,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.0,3881
9,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,18836
3,4) $350 - $500,490.23,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0,18629
10,3) $200 - $350,335.22,1,0,Urban,1,Multichannel,No E-Mail,0,0,0.0,10099
2,3) $200 - $350,235.81,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,62851
9,3) $200 - $350,237.19,1,1,Urban,0,Web,No E-Mail,1,0,0.0,60025
11,3) $200 - $350,216.25,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0,41282
7,1) $0 - $100,29.99,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,15383
11,4) $350 - $500,360.66,1,1,Urban,0,Multichannel,Womens E-Mail,0,0,0.0,57589
2,1) $0 - $100,85.11,0,1,Urban,1,Phone,No E-Mail,0,0,0.0,28621
9,2) $100 - $200,106.61,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0,27851
1,5) $500 - $750,676.0,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0,59863
5,3) $200 - $350,299.33,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,27003
8,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0,26045
1,3) $200 - $350,227.06,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,39445
2,"6) $750 - $1,000",824.7,1,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0,32900
4,1) $0 - $100,52.24,1,0,Urban,1,Phone,No E-Mail,0,0,0.0,34577
9,3) $200 - $350,235.17,1,1,Urban,0,Multichannel,Womens E-Mail,0,0,0.0,55543
2,"7) $1,000 +",1195.32,1,1,Urban,1,Phone,No E-Mail,0,0,0.0,48060
7,2) $100 - $200,160.53,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0,41408
8,5) $500 - $750,579.34,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0,18885
2,2) $100 - $200,121.05,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0,29778
3,1) $0 - $100,79.7,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,62957
10,3) $200 - $350,296.61,0,1,Rural,1,Phone,Womens E-Mail,0,0,0.0,33195
12,1) $0 - $100,75.18,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0,24209
9,4) $350 - $500,437.93,1,1,Surburban,0,Web,Womens E-Mail,0,0,0.0,9517
2,3) $200 - $350,262.66,0,1,Surburban,1,Web,Mens E-Mail,1,0,0.0,42378
9,1) $0 - $100,87.45,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0,7503
5,2) $100 - $200,126.97,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0,16402
12,2) $100 - $200,149.17,0,1,Urban,1,Web,No E-Mail,0,0,0.0,48799
2,2) $100 - $200,112.39,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0,26250
10,1) $0 - $100,70.81,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0,15992
11,1) $0 - $100,29.99,0,1,Rural,0,Phone,No E-Mail,0,0,0.0,56517
2,3) $200 - $350,254.82,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,8871
1,4) $350 - $500,460.95,1,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,43660
3,4) $350 - $500,473.18,1,0,Urban,1,Multichannel,Mens E-Mail,1,0,0.0,61549
9,2) $100 - $200,134.88,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0,29841
3,2) $100 - $200,168.13,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0,43684
10,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0,46288
3,3) $200 - $350,315.15,0,1,Rural,0,Web,Womens E-Mail,0,0,0.0,25291
2,5) $500 - $750,534.1,0,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0,34412
6,2) $100 - $200,181.47,1,0,Urban,0,Web,No E-Mail,0,0,0.0,34212
3,4) $350 - $500,409.94,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,57269
3,2) $100 - $200,119.4,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,35119
10,5) $500 - $750,508.58,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0,63359
6,3) $200 - $350,340.23,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.0,46580
7,3) $200 - $350,343.22,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0,49073
3,1) $0 - $100,74.42,0,1,Rural,1,Web,No E-Mail,0,0,0.0,19250
2,4) $350 - $500,413.89,1,1,Rural,0,Web,Womens E-Mail,0,0,0.0,46878
3,4) $350 - $500,470.27,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,4672
1,2) $100 - $200,153.34,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0,41051
6,1) $0 - $100,68.79,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0,18300
7,1) $0 - $100,42.42,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,29208
7,2) $100 - $200,127.31,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0,5392
3,1) $0 - $100,52.44,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0,9663
3,2) $100 - $200,173.24,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0,1629
9,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Mens E-Mail,1,0,0.0,30737
1,2) $100 - $200,156.9,1,0,Rural,0,Web,Mens E-Mail,0,0,0.0,23679
6,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,54063
12,3) $200 - $350,240.76,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,30870
2,1) $0 - $100,29.99,1,0,Urban,0,Web,Mens E-Mail,1,0,0.0,45601
3,5) $500 - $750,663.63,1,0,Rural,1,Multichannel,Mens E-Mail,0,0,0.0,21974
6,3) $200 - $350,314.12,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0,46667
9,1) $0 - $100,33.2,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0,58499
1,1) $0 - $100,87.27,0,1,Rural,0,Phone,No E-Mail,0,0,0.0,2700
6,1) $0 - $100,58.09,0,1,Rural,0,Phone,Mens E-Mail,0,0,0.0,35080
10,1) $0 - $100,31.3,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0,47763
12,2) $100 - $200,133.15,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0,1794
8,1) $0 - $100,35.49,0,1,Urban,1,Web,No E-Mail,0,0,0.0,27992
9,2) $100 - $200,168.72,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0,6650
12,3) $200 - $350,208.12,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0,29193
1,1) $0 - $100,53.92,0,1,Rural,0,Phone,No E-Mail,1,0,0.0,61527
9,1) $0 - $100,79.4,1,0,Rural,1,Web,No E-Mail,0,0,0.0,28906
10,1) $0 - $100,89.58,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0,24376
10,2) $100 - $200,107.25,1,0,Urban,1,Phone,No E-Mail,0,0,0.0,12575
1,"7) $1,000 +",1158.74,0,1,Urban,1,Web,No E-Mail,0,0,0.0,4953
1,3) $200 - $350,222.99,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,28509
7,3) $200 - $350,209.0,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0,62946
6,3) $200 - $350,306.39,1,1,Rural,0,Multichannel,Mens E-Mail,0,0,0.0,27988
6,3) $200 - $350,229.36,0,1,Rural,0,Phone,Womens E-Mail,0,0,0.0,56291
9,1) $0 - $100,29.99,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0,912
2,1) $0 - $100,82.45,0,1,Urban,0,Web,Mens E-Mail,1,0,0.0,4401
11,2) $100 - $200,157.5,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0,39991
11,1) $0 - $100,64.08,1,0,Surburban,0,Phone,No E-Mail,1,0,0.0,16960
2,1) $0 - $100,60.38,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,5547
7,3) $200 - $350,272.32,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0,80
5,3) $200 - $350,287.97,1,0,Surburban,0,Phone,Womens E-Mail,1,0,0.0,12032
3,4) $350 - $500,495.93,1,0,Urban,0,Multichannel,No E-Mail,0,0,0.0,3090
9,1) $0 - $100,36.34,0,1,Urban,1,Web,No E-Mail,0,0,0.0,50407
10,2) $100 - $200,110.11,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0,8831
6,3) $200 - $350,232.94,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0,336
12,1) $0 - $100,29.99,0,1,Urban,1,Phone,No E-Mail,0,0,0.0,15160
1,5) $500 - $750,528.79,1,1,Surburban,1,Phone,No E-Mail,0,0,0.0,20096
4,1) $0 - $100,75.72,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,10533
10,3) $200 - $350,211.17,1,0,Rural,1,Multichannel,No E-Mail,0,0,0.0,16899
4,3) $200 - $350,209.77,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0,57444
7,3) $200 - $350,248.64,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0,21961
3,2) $100 - $200,102.33,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.0,42783
10,3) $200 - $350,261.46,1,0,Urban,1,Web,No E-Mail,0,0,0.0,10480
9,1) $0 - $100,33.04,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0,21728
2,1) $0 - $100,54.27,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,12309
3,2) $100 - $200,166.81,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1800
2,2) $100 - $200,122.4,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0,20060
9,2) $100 - $200,113.54,0,1,Urban,1,Web,No E-Mail,0,0,0.0,10259
6,2) $100 - $200,111.7,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,39822
6,1) $0 - $100,34.89,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0,12805
5,2) $100 - $200,129.98,1,0,Rural,0,Phone,Womens E-Mail,0,0,0.0,24466
2,5) $500 - $750,605.58,1,1,Rural,1,Phone,No E-Mail,0,0,0.0,55963
5,1) $0 - $100,67.08,0,1,Rural,1,Phone,Womens E-Mail,0,0,0.0,42636
1,2) $100 - $200,151.56,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0,61421
5,4) $350 - $500,385.13,1,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,52882
9,2) $100 - $200,110.01,0,1,Urban,1,Web,No E-Mail,0,0,0.0,7691
3,2) $100 - $200,181.31,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0,10866
3,3) $200 - $350,312.8,1,1,Surburban,1,Phone,No E-Mail,0,0,0.0,61555
5,3) $200 - $350,248.67,1,0,Surburban,1,Multichannel,No E-Mail,0,0,0.0,45521
12,1) $0 - $100,79.81,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0,55624
1,"7) $1,000 +",1229.45,1,1,Surburban,1,Phone,Mens E-Mail,1,0,0.0,26610
9,4) $350 - $500,473.37,1,1,Rural,0,Web,No E-Mail,0,0,0.0,58363
5,2) $100 - $200,176.39,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0,16682
5,5) $500 - $750,506.02,1,1,Surburban,1,Web,No E-Mail,0,0,0.0,12402
10,1) $0 - $100,88.37,1,0,Urban,0,Web,No E-Mail,0,0,0.0,4539
5,"6) $750 - $1,000",815.68,0,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0,39538
10,2) $100 - $200,178.57,0,1,Surburban,0,Phone,Mens E-Mail,1,0,0.0,41337
11,3) $200 - $350,207.28,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0,14035
3,2) $100 - $200,151.69,0,1,Rural,1,Web,No E-Mail,0,0,0.0,43200
9,2) $100 - $200,169.41,1,0,Urban,1,Web,No E-Mail,0,0,0.0,42497
3,3) $200 - $350,247.64,0,1,Urban,1,Web,No E-Mail,0,0,0.0,34878
8,1) $0 - $100,82.25,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0,4570
4,2) $100 - $200,174.95,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,31297
5,3) $200 - $350,254.14,0,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0,12456
12,4) $350 - $500,421.94,1,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0,24186
7,2) $100 - $200,104.43,0,1,Urban,0,Web,No E-Mail,0,0,0.0,54951
2,4) $350 - $500,379.57,1,1,Urban,0,Web,No E-Mail,0,0,0.0,44174
7,1) $0 - $100,29.99,0,1,Rural,0,Web,Womens E-Mail,0,0,0.0,37795
10,3) $200 - $350,312.7,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0,30621
9,2) $100 - $200,170.56,0,1,Rural,0,Phone,Womens E-Mail,0,0,0.0,6753
10,2) $100 - $200,143.93,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0,18301
1,1) $0 - $100,59.13,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0,302
6,4) $350 - $500,450.44,1,0,Urban,0,Multichannel,No E-Mail,0,0,0.0,42223
1,1) $0 - $100,90.08,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0,26820
10,3) $200 - $350,221.29,1,0,Urban,1,Multichannel,Womens E-Mail,0,0,0.0,36430
6,1) $0 - $100,33.0,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0,45832
5,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0,4750
3,3) $200 - $350,328.54,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,23270
7,3) $200 - $350,285.43,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,24089
1,2) $100 - $200,131.8,0,1,Urban,0,Web,No E-Mail,0,0,0.0,42867
10,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0,0,0.0,12598
1,1) $0 - $100,41.57,0,1,Urban,1,Phone,Womens E-Mail,1,0,0.0,20951
3,1) $0 - $100,84.58,1,0,Urban,1,Phone,No E-Mail,0,0,0.0,18384
10,1) $0 - $100,29.99,0,1,Urban,1,Phone,No E-Mail,0,0,0.0,55406
2,1) $0 - $100,81.03,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0,24968
1,1) $0 - $100,29.99,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0,56400
10,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,2313
10,3) $200 - $350,343.58,1,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0,4279
3,5) $500 - $750,550.83,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0,13143
4,3) $200 - $350,257.14,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0,51729
1,3) $200 - $350,245.36,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0,26485
1,4) $350 - $500,352.3,1,0,Urban,1,Web,No E-Mail,0,0,0.0,37611
6,4) $350 - $500,371.9,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,57267
8,3) $200 - $350,218.31,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0,10599
3,1) $0 - $100,68.22,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,1469
10,4) $350 - $500,358.36,0,1,Urban,0,Multichannel,No E-Mail,0,0,0.0,32796
1,3) $200 - $350,251.04,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0,21876
10,2) $100 - $200,192.15,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0,57582
1,5) $500 - $750,734.63,1,1,Urban,1,Phone,Womens E-Mail,0,0,0.0,23004
2,2) $100 - $200,141.91,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0,1558
7,4) $350 - $500,386.49,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0,28372
4,1) $0 - $100,80.47,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,42918
12,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Mens E-Mail,1,0,0.0,44851
4,4) $350 - $500,440.18,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0,43054
2,1) $0 - $100,63.51,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0,17073
3,1) $0 - $100,85.59,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,13468
2,3) $200 - $350,290.75,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0,16459
10,5) $500 - $750,506.48,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0,62977
6,1) $0 - $100,46.47,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,8515
8,3) $200 - $350,229.45,1,1,Urban,1,Multichannel,No E-Mail,0,0,0.0,30840
7,1) $0 - $100,77.33,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0,23323
5,3) $200 - $350,217.39,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0,27502
9,1) $0 - $100,49.7,0,1,Rural,0,Phone,Mens E-Mail,1,0,0.0,14248
10,3) $200 - $350,233.44,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0,45386
6,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,13153
9,1) $0 - $100,39.96,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0,4450
2,3) $200 - $350,308.08,0,1,Surburban,0,Web,No E-Mail,1,0,0.0,51406
3,1) $0 - $100,29.99,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0,45751
10,1) $0 - $100,58.47,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0,9521
10,2) $100 - $200,130.55,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,56208
6,3) $200 - $350,337.48,1,0,Rural,0,Phone,Mens E-Mail,1,0,0.0,5325
6,3) $200 - $350,244.08,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0,13636
3,1) $0 - $100,73.17,1,0,Rural,1,Phone,Mens E-Mail,1,0,0.0,55747
1,3) $200 - $350,284.93,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0,21401
4,5) $500 - $750,531.52,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0,16441
8,1) $0 - $100,29.99,1,0,Urban,0,Web,Mens E-Mail,1,0,0.0,60365
3,"6) $750 - $1,000",866.62,0,1,Surburban,1,Multichannel,Womens E-Mail,1,0,0.0,28526
10,1) $0 - $100,89.62,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0,42553
12,1) $0 - $100,95.53,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0,19952
5,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0,16456
11,1) $0 - $100,36.44,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0,54728
1,5) $500 - $750,599.54,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0,56552
10,3) $200 - $350,280.53,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0,48187
8,3) $200 - $350,248.51,0,1,Rural,1,Web,No E-Mail,0,0,0.0,62835
3,2) $100 - $200,165.66,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0,17270
6,1) $0 - $100,32.65,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,24493
10,1) $0 - $100,52.21,1,0,Surburban,1,Web,No E-Mail,0,0,0.0,1008
3,2) $100 - $200,191.14,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0,61066
6,3) $200 - $350,268.17,1,1,Rural,1,Phone,Womens E-Mail,0,0,0.0,8458
7,1) $0 - $100,33.01,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0,26763
1,3) $200 - $350,228.08,1,1,Rural,1,Web,Womens E-Mail,0,0,0.0,35621
3,4) $350 - $500,415.14,1,1,Surburban,0,Multichannel,Womens E-Mail,1,0,0.0,49837
1,"6) $750 - $1,000",842.13,0,1,Urban,1,Phone,No E-Mail,0,0,0.0,63221
3,5) $500 - $750,702.75,1,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0,22402
2,2) $100 - $200,136.49,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,36125
9,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0,30212
2,1) $0 - $100,89.53,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0,45174
6,3) $200 - $350,253.43,1,1,Urban,1,Multichannel,No E-Mail,1,0,0.0,59542
10,1) $0 - $100,29.99,1,0,Rural,1,Phone,Mens E-Mail,0,0,0.0,30805
6,4) $350 - $500,423.51,1,1,Urban,0,Web,No E-Mail,0,0,0.0,29891
3,1) $0 - $100,29.99,1,0,Rural,1,Phone,Womens E-Mail,0,0,0.0,18420
10,2) $100 - $200,150.93,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,45441
10,1) $0 - $100,38.21,1,0,Rural,1,Web,Mens E-Mail,1,0,0.0,21033
11,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,20161
2,3) $200 - $350,275.61,1,1,Surburban,0,Web,No E-Mail,0,0,0.0,55252
